method_id,split,reporter_slug,metric,legacy_partition_median,corrected_partition_mean,n_partitions,mean_minus_legacy_median
gbdt,field_holdout_sanity,late_endosome_rab7a,gene_macro_feature_pearson,0.8981536949674288,0.8970698182781538,5,-0.0010838766892750096
gbdt,field_holdout_sanity,lipid_droplet_bodipy_live_cell_dye,gene_macro_feature_pearson,0.8952005232373873,0.8952631818751493,5,6.265863776200309e-05
gbdt,field_holdout_sanity,lipid_droplet_plin2,gene_macro_feature_pearson,0.6942701265215874,0.686861072232326,5,-0.007409054289261419
gbdt,field_holdout_sanity,lysosome_lamp1,gene_macro_feature_pearson,0.7259858635564646,0.7135300246377787,5,-0.012455838918685846
gbdt,field_holdout_sanity,lysosome_lysotracker_live-cell_dye,gene_macro_feature_pearson,0.9110999579230944,0.9114537147184214,5,0.0003537567953270093
gbdt,field_holdout_sanity,microtubules_map4,gene_macro_feature_pearson,0.7672187872231007,0.7617694658537706,5,-0.0054493213693300735
gbdt,field_holdout_sanity,microtubules_tubulin,gene_macro_feature_pearson,0.6471667596035533,0.6461614268107547,5,-0.0010053327927985745
gbdt,field_holdout_sanity,mitochondria_chromalive_561_excitation,gene_macro_feature_pearson,0.7459340790907542,0.744818773617347,5,-0.0011153054734071022
gbdt,field_holdout_sanity,mitochondria_tomm20,gene_macro_feature_pearson,0.5980833426324857,0.6013984638369745,5,0.0033151212044887357
gbdt,field_holdout_sanity,mitochondria_tomm70a,gene_macro_feature_pearson,0.6870286390185356,0.6878961955507596,5,0.0008675565322240342
gbdt,field_holdout_sanity,nuclear_speckles_srrm2,gene_macro_feature_pearson,0.8138353414833546,0.8137195197244486,5,-0.00011582175890600954
gbdt,field_holdout_sanity,nuclei_hoechst,gene_macro_feature_pearson,0.7126561989386876,0.7124817887941995,5,-0.00017441014448804637
gbdt,field_holdout_sanity,nuclei_nucleolive_live_cell_dye,gene_macro_feature_pearson,0.7073377904792627,0.7110696063687405,5,0.0037318158894777964
gbdt,field_holdout_sanity,nucleoli_npm1,gene_macro_feature_pearson,0.4850339388681782,0.48460952937602997,5,-0.00042440949214822554
gbdt,field_holdout_sanity,nucleolus-dfc_fbl,gene_macro_feature_pearson,0.7315435546139876,0.7333281591534615,5,0.001784604539473933
gbdt,field_holdout_sanity,nucleolus-gc_npm3,gene_macro_feature_pearson,0.7615591113766035,0.761000158637762,5,-0.0005589527388414339
gbdt,field_holdout_sanity,oxidative_stress_cellrox_live-cell_dye,gene_macro_feature_pearson,0.6284718786676725,0.6327408801764249,5,0.004269001508752424
gbdt,field_holdout_sanity,p21,gene_macro_feature_pearson,0.4918333897988001,0.49787522941827766,5,0.006041839619477574
gbdt,field_holdout_sanity,p53,gene_macro_feature_pearson,0.3864349081801871,0.4173744279394547,5,0.030939519759267564
gbdt,field_holdout_sanity,peroxisome_peroxi_spy650_live_cell_dye,gene_macro_feature_pearson,0.782796415189902,0.7812990466753641,5,-0.0014973685145378557
gbdt,field_holdout_sanity,plasma_membrane_atp1b3,gene_macro_feature_pearson,0.6675825119018555,0.6679341783126196,5,0.00035166641076411764
gbdt,field_holdout_sanity,plasma_membrane_slc3a2,gene_macro_feature_pearson,0.8874537075559298,0.8896461655696232,5,0.002192458013693388
gbdt,field_holdout_sanity,plasma_membrane_wga,gene_macro_feature_pearson,0.6766941361129284,0.6769811011022991,5,0.00028696498937075265
gbdt,field_holdout_sanity,prb,gene_macro_feature_pearson,0.3729712016802902,0.41028111722165095,5,0.03730991554136076
gbdt,field_holdout_sanity,proteasome_psmb7,gene_macro_feature_pearson,0.5227881654476126,0.5217425005200009,5,-0.0010456649276117114
gbdt,field_holdout_sanity,ps6,gene_macro_feature_pearson,0.5483361675404013,0.5452416213136166,5,-0.0030945462267846224
gbdt,field_holdout_sanity,recycling_endosome_tfrc,gene_macro_feature_pearson,0.8348546077807745,0.837463054805994,5,0.0026084470252195624
gbdt,field_holdout_sanity,stress_granule_g3bp1,gene_macro_feature_pearson,0.9095634073019028,0.9084457099437714,5,-0.0011176973581313865
